"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"COL","EMP","TOT","PC_WKGPOP","Q","2023-Q2",63.89641,
"COL","EMP","TOT","PC_WKGPOP","Q","2023-Q3",63.86751,
"LVA","EMP","TOT","PC_WKGPOP","Q","2019-Q1",71.49986,
"LVA","EMP","TOT","PC_WKGPOP","Q","2019-Q2",71.96322,
"LVA","EMP","TOT","PC_WKGPOP","Q","2019-Q3",72.86284,
"LVA","EMP","TOT","PC_WKGPOP","Q","2019-Q4",72.63467,
"LVA","EMP","TOT","PC_WKGPOP","Q","2020-Q1",71.59546,
"LVA","EMP","TOT","PC_WKGPOP","Q","2020-Q2",71.41325,
"LVA","EMP","TOT","PC_WKGPOP","Q","2020-Q3",71.44878,
"LVA","EMP","TOT","PC_WKGPOP","Q","2020-Q4",71.36938,
"LVA","EMP","TOT","PC_WKGPOP","Q","2021-Q1",68.81017,
"LVA","EMP","TOT","PC_WKGPOP","Q","2021-Q2",69.60185,
"LVA","EMP","TOT","PC_WKGPOP","Q","2021-Q3",70.87315,
"LVA","EMP","TOT","PC_WKGPOP","Q","2021-Q4",70.21872,
"LVA","EMP","TOT","PC_WKGPOP","Q","2022-Q1",70.55869,
"LVA","EMP","TOT","PC_WKGPOP","Q","2022-Q2",71.51797,
"LVA","EMP","TOT","PC_WKGPOP","Q","2022-Q3",71.85014,
"LVA","EMP","TOT","PC_WKGPOP","Q","2022-Q4",71.30143,
"LVA","EMP","TOT","PC_WKGPOP","Q","2023-Q1",70.88462,
"LVA","EMP","TOT","PC_WKGPOP","Q","2023-Q2",71.80133,
"LTU","EMP","TOT","PC_WKGPOP","Q","2019-Q1",72.91381,
"LTU","EMP","TOT","PC_WKGPOP","Q","2019-Q2",73.06787,
"LTU","EMP","TOT","PC_WKGPOP","Q","2019-Q3",72.98791,
"LTU","EMP","TOT","PC_WKGPOP","Q","2019-Q4",72.98788,
"LTU","EMP","TOT","PC_WKGPOP","Q","2020-Q1",72.71866,
"LTU","EMP","TOT","PC_WKGPOP","Q","2020-Q2",71.43866,
"LTU","EMP","TOT","PC_WKGPOP","Q","2020-Q3",70.78144,
"LTU","EMP","TOT","PC_WKGPOP","Q","2020-Q4",71.51127,
"LTU","EMP","TOT","PC_WKGPOP","Q","2021-Q1",71.15504,
"LTU","EMP","TOT","PC_WKGPOP","Q","2021-Q2",71.82117,
"LTU","EMP","TOT","PC_WKGPOP","Q","2021-Q3",73.16349,
"LTU","EMP","TOT","PC_WKGPOP","Q","2021-Q4",73.62227,
"LTU","EMP","TOT","PC_WKGPOP","Q","2022-Q1",72.93784,
"LTU","EMP","TOT","PC_WKGPOP","Q","2022-Q2",74.08862,
"LTU","EMP","TOT","PC_WKGPOP","Q","2022-Q3",74.81335,
"LTU","EMP","TOT","PC_WKGPOP","Q","2022-Q4",73.17001,
"LTU","EMP","TOT","PC_WKGPOP","Q","2023-Q1",72.41695,
"LTU","EMP","TOT","PC_WKGPOP","Q","2023-Q2",73.53912,
"EU27_2020","EMP","TOT","PC_WKGPOP","Q","2019-Q1",67.72849,
"EU27_2020","EMP","TOT","PC_WKGPOP","Q","2019-Q2",68.15274,
"EU27_2020","EMP","TOT","PC_WKGPOP","Q","2019-Q3",67.94447,
"EU27_2020","EMP","TOT","PC_WKGPOP","Q","2019-Q4",67.98553,
"EU27_2020","EMP","TOT","PC_WKGPOP","Q","2020-Q1",67.67268,
"EU27_2020","EMP","TOT","PC_WKGPOP","Q","2020-Q2",66.24957,
"EU27_2020","EMP","TOT","PC_WKGPOP","Q","2020-Q3",66.63242,
"EU27_2020","EMP","TOT","PC_WKGPOP","Q","2020-Q4",66.96532,
"EU27_2020","EMP","TOT","PC_WKGPOP","Q","2021-Q1",67.12997,
"EU27_2020","EMP","TOT","PC_WKGPOP","Q","2021-Q2",68.13351,
"EU27_2020","EMP","TOT","PC_WKGPOP","Q","2021-Q3",68.82618,
"EU27_2020","EMP","TOT","PC_WKGPOP","Q","2021-Q4",69.23583,
"EU27_2020","EMP","TOT","PC_WKGPOP","Q","2022-Q1",69.54543,
"EU27_2020","EMP","TOT","PC_WKGPOP","Q","2022-Q2",69.86977,
"EU27_2020","EMP","TOT","PC_WKGPOP","Q","2022-Q3",69.83828,
"EU27_2020","EMP","TOT","PC_WKGPOP","Q","2022-Q4",70.05705,
"EU27_2020","EMP","TOT","PC_WKGPOP","Q","2023-Q1",70.25456,
"EU27_2020","EMP","TOT","PC_WKGPOP","Q","2023-Q2",70.47628,
"RUS","EMP","TOT","PC_WKGPOP","Q","2019-Q1",70.8099,
"RUS","EMP","TOT","PC_WKGPOP","Q","2019-Q2",70.64869,
"RUS","EMP","TOT","PC_WKGPOP","Q","2019-Q3",70.71784,
"RUS","EMP","TOT","PC_WKGPOP","Q","2019-Q4",71.08635,
"RUS","EMP","TOT","PC_WKGPOP","Q","2020-Q1",71.0795,
"RUS","EMP","TOT","PC_WKGPOP","Q","2020-Q2",70.18101,
"RUS","EMP","TOT","PC_WKGPOP","Q","2020-Q3",69.6964,
"RUS","EMP","TOT","PC_WKGPOP","Q","2020-Q4",69.75356,
"RUS","EMP","TOT","PC_WKGPOP","Q","2021-Q1",70.2616,
"RUS","EMP","TOT","PC_WKGPOP","Q","2021-Q2",71.38441,
"RUS","EMP","TOT","PC_WKGPOP","Q","2021-Q3",71.96723,
"RUS","EMP","TOT","PC_WKGPOP","Q","2021-Q4",72.26421,
"CRI","EMP","TOT","PC_WKGPOP","Q","2019-Q1",61.69806,
"CRI","EMP","TOT","PC_WKGPOP","Q","2019-Q2",62.00516,
"CRI","EMP","TOT","PC_WKGPOP","Q","2019-Q3",61.26518,
"CRI","EMP","TOT","PC_WKGPOP","Q","2019-Q4",61.62133,
"CRI","EMP","TOT","PC_WKGPOP","Q","2020-Q1",61.96293,
"CRI","EMP","TOT","PC_WKGPOP","Q","2020-Q2",49.69787,
"CRI","EMP","TOT","PC_WKGPOP","Q","2020-Q3",52.40552,
"CRI","EMP","TOT","PC_WKGPOP","Q","2020-Q4",55.25658,
"CRI","EMP","TOT","PC_WKGPOP","Q","2021-Q1",56.04257,
"CRI","EMP","TOT","PC_WKGPOP","Q","2021-Q2",55.59557,
"CRI","EMP","TOT","PC_WKGPOP","Q","2021-Q3",58.32516,
"CRI","EMP","TOT","PC_WKGPOP","Q","2021-Q4",58.65159,
"CRI","EMP","TOT","PC_WKGPOP","Q","2022-Q1",58.62284,
"CRI","EMP","TOT","PC_WKGPOP","Q","2022-Q2",60.02401,
"CRI","EMP","TOT","PC_WKGPOP","Q","2022-Q3",60.90527,
"CRI","EMP","TOT","PC_WKGPOP","Q","2022-Q4",60.68662,
"CRI","EMP","TOT","PC_WKGPOP","Q","2023-Q1",58.98521,
"CRI","EMP","TOT","PC_WKGPOP","Q","2023-Q2",59.30724,
"CRI","EMP","TOT","PC_WKGPOP","Q","2023-Q3",58.17517,
